Specification Number,Title,Responsible Group
37.816,Study on RAN-centric data collection and utilization for LTE and NR,R3
37.817,Study on enhancement for data collection for NR and ENDC,R3
37.822,Study on next generation Self-Optimizing Network (SON) for UTRAN and E-UTRAN,R3
37.823,Coexistence between LTE-MTC and NR,R4
37.824,Coexistence between NB-IoT and NR,R4
37.825,High power User Equipment (UE) (power class 2) for E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) (1 LTE TDD band + 1 NR TDD band),R4
37.826,High power UE (power class 2) for EN-DC with 1 LTE band + 1 NR TDD band,R4
37.827,"Rel-17 Power Class 2 for EN-DC with xLTE band + yNR DL with 1LTE+1(TDD) NR UL band (x= 2, 3, y=1; x=1, 2, y=2)",R4
37.828,High-power UE operation for fixed-wireless/vehicle-mounted use cases in LTE bands and NR bands,R4
37.829,High-power UE operation for fixed-wireless/vehicle-mounted use cases in LTE bands and NR bands for Rel-18,R4
37.834,Study on Wireless Local Area Network (WLAN) - 3GPP radio interworking,R2
37.840,Study of Radio Frequency (RF) and Electromagnetic Compatibility (EMC) requirements for Active Antenna Array System (AAS) base station,R4
37.842,Evolved Universal Terrestrial Radio Access (E-UTRA) and Universal Terrestrial Radio Access (UTRA; Radio Frequency (RF) requirement background for Active Antenna System (AAS) Base Station (BS),R4
37.843,Evolved Universal Terrestrial Radio Access (E-UTRA) and Universal Terrestrial Radio Access (UTRA); Radio Frequency (RF) requirement background for Active Antenna System (AAS) Base Station (BS) radiated requirements,R4
37.844,"User Equipment (UE) GSM, UTRA and E-UTRA over the air performance requirements",R4
37.846,Study on 2GHz Frequency Division Duplex) FDD for Universal Terrestrial Radio Access (UTRA) and LTE in Region 1 (1980-2010 MHz and 2170-2200 MHz Bands),R4
37.852,RAN enhancements for UMTS/HSPA and LTE interworking,R3
37.857,Study on indoor positioning enhancements for UTRA and LTE,R1
37.862,Rel-19 adding channel bandwidth support to existing NR bands,R4
37.863,Dual connectivity (DC) band combinations of LTE 1DL/1UL + one NR band,R4
37.863-01-01,E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE 1 Down Link (DL) / 1 Up Link (UL) and 1 NR band,R4
37.863-02-01,E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE 2 Down Link (DL) / 1 Up Link (UL) and 1 NR band,R4
37.863-03-01,E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE 3 Down Link (DL) / 1 Up Link (UL) and 1 NR band,R4
37.863-04-01,E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE 4 Down Link (DL) / 1 Up Link (UL) and 1 NR band,R4
37.863-05-01,E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE 5 Down Link (DL) / 1 Up Link (UL) and 1 NR band,R4
37.864-11-22,E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE 1 Down Link (DL) / 1 Up Link (UL) and inter- / intra-band NR 2 Down Link (DL) / 2 Up Link (UL) bands (Frequency Range 1 (FR1) + Frequency Range 2 (FR2)),R4
37.864-41-21,"E-UTRA (Evolved Universal Terrestrial Radio Access) - NR Dual Connectivity (EN-DC) of LTE x Down Link (DL) / 1 Up Link (UL) (x=1, 2, 3, 4) and Inter-band NR 2 Down Link (DL) / 1 Up Link (UL)",R4
37.865-01-01,NR Carrier Aggregation for intra-band (m Down Link (DL) / 1 Up Link (UL) bands) and inter-band (n Down Link (DL) / 1 Up Link (UL) bands),R4
37.866-00-02,NR Carrier Aggregation for inter-band n Down Link (DL) / 2 Up Link (UL) bands,R4
37.867,Downlink interruption for band combinations to conduct dynamic Tx Switching,R4
37.868,RAN Improvements for Machine-type Communications,R2
37.869,Study on enhancements to Machine-Type Communications (MTC) and other mobile data applications; Radio Access Network (RAN) aspects,R2
37.870,Study on Multi-RAT joint coordination,R3
37.871,"E-UTRA, UTRA and GSM/EDGE; Multi-Band Base Station testing with three or more bands",R4
37.872,Supplementary uplink (SUL) and LTE-NR co-existence,R4
37.873,Study on optimizations of UE radio capability signalling; NR / Evolved Universal Terrestrial Radio Access Network (E-UTRAN) aspects,R2
37.875,Band combinations for Uu and V2X con-current operation,R4
37.876,Study on eNB(s) Architecture Evolution for E-UTRAN and NG-RAN,R3
37.877,Rel-18 downlink interruption for NR and EN-DC band combinations at dynamic Tx switching,R4
37.878,Rel-18 Band combinations for con-current operation of NR/LTE Uu bands/band combinations and one NR/LTE V2X PC5 band,R4
37.880,Study on high-power UE operation for fixed-wireless/vehicle-mounted use cases in LTE bands 5 and 12 and NR band n71,R4
37.885,Study on evaluation methodology of new Vehicle-to-Everything (V2X) use cases for LTE and NR,R1
37.887,Rel-19 downlink interruption for NR and EN-DC band combinations at dynamic Tx Switching in Uplink,R4
37.890,Feasibility Study on 6 GHz for LTE and NR in Licensed and Unlicensed Operations,RP
37.898,Rel-19 High power UE (power class 1.5 or 2) for Dual Connectivity (DC) combinations of LTE band(s) and NR band(s),R4
37.900,Radio Frequency (RF)  requirements for Multicarrier and Multiple Radio Access Technology (Multi-RAT) Base Station (BS),R4
37.901,User Equipment (UE) application layer data throughput performance,R5
37.901-5,Study on 5G NR User Equipment (UE) application layer data throughput performance,R5
37.902,Measurements of User Equipment (UE) radio performances for LTE/UMTS terminals; Total Radiated Power (TRP) and Total Radiated Sensitivity (TRS) test methodology,R4
37.905,Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Derivation of test points for User Equipment (UE) radio transmission and reception conformance test cases,R5
37.910,Study on self evaluation towards IMT-2020 submission,RP
37.911,Study on self-evaluation towards the IMT-2020 submission of the 3GPP Satellite Radio Interface Technology,RP
37.941,Radio Frequency (RF) conformance testing background for radiated Base Station (BS) requirements,R4
37.976,Measurement of radiated performance for Multiple Input Multiple Output (MIMO) and multi-antenna reception for High Speed Packet Access (HSPA) and LTE terminals,R4
37.977,Universal Terrestrial Radio Access (UTRA) and Evolved Universal Terrestrial Radio Access (E-UTRA); Verification of radiated multi-antenna reception performance of User Equipment (UE),R4
37.985,Overall description of Radio Access Network (RAN) aspects for Vehicle-to-everything (V2X) based on LTE and NR,R1
38.101,NR; User Equipment (UE) radio transmission and reception,R4
38.101-1,NR; User Equipment (UE) radio transmission and reception; Part 1: Range 1 Standalone,R4
38.101-2,NR; User Equipment (UE) radio transmission and reception; Part 2: Range 2 Standalone,R4
38.101-3,NR; User Equipment (UE) radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios,R4
38.101-4,NR; User Equipment (UE) radio transmission and reception; Part 4: Performance requirements,R4
38.101-5,NR; User Equipment (UE) radio transmission and reception; Part 5: Satellite access Radio Frequency (RF) and performance requirements,R4
38.104,NR; Base Station (BS) radio transmission and reception,R4
38.106,NR repeater radio transmission and reception,R4
38.108,NR; Satellite Access Node radio transmission and reception,R4
38.113,NR; Base Station (BS) ElectroMagnetic Compatibility (EMC),R4
38.114,NR; Repeaters ElectroMagnetic Compatibility (EMC),R4
38.115-1,NR; Repeater conformance testing - Part 1: Conducted conformance testing,R4
38.115-2,NR; Repeater conformance testing - Part 2: Radiated conformance testing,R4
38.124,NR; Electromagnetic compatibility (EMC) requirements for mobile terminals and ancillary equipment,R4
38.133,NR; Requirements for support of radio resource management,R4
38.141,NR; Base Station (BS) conformance testing,R4
38.141-1,NR; Base Station (BS) conformance testing Part 1: Conducted conformance testing,R4
38.141-2,NR; Base Station (BS) conformance testing Part 2: Radiated conformance testing,R4
38.151,NR; User Equipment (UE)  Multiple Input Multiple Output (MIMO) Over-the-Air (OTA) performance requirements,R4
38.161,NR; User Equipment (UE)  TRP (Total Radiated Power) and TRS (Total Radiated Sensitivity) requirements; Range 1 Standalone and Range 1 Interworking operation with other radios,R4
38.171,NR; Requirements for support of Assisted Global Navigation Satellite System (A-GNSS),R4
38.173,TDD operating band in Band n48,R4
38.174,NR; Integrated Access and Backhaul (IAB) radio transmission and reception,R4
38.175,NR; Integrated Access and Backhaul (IAB) Electromagnetic Compatibility (EMC),R4
38.176-1,NR; Integrated Access and Backhaul (IAB) conformance testing; Part 1: Conducted conformance testing,R4
38.176-2, NR; Integrated Access and Backhaul (IAB) conformance testing; Part 2: Radiated conformance testing,R4
38.181,NR; Satellite Access Node conformance testing,R4
38.191,NR; Ambient IoT device radio transmission and reception,R4
38.194,NR; Ambient IoT Base Station (BS) and Carrier-Wave (CW) node radio transmission and reception,R4
38.195,NR; Ambient IoT Base Station (BS) and Carrier-Wave (CW) node conformance testing ,R4
38.201,NR; Physical layer; General description,R1
38.202,NR; Services provided by the physical layer,R1
38.211,NR; Physical channels and modulation,R1
38.212,NR; Multiplexing and channel coding,R1
38.213,NR; Physical layer procedures for control,R1
38.214,NR; Physical layer procedures for data,R1
38.215,NR; Physical layer measurements,R1
38.291,NR; Ambient IoT Physical layer,R1
38.300,NR; NR and NG-RAN Overall description; Stage-2,R2
38.304,NR; User Equipment (UE) procedures in Idle mode and in RRC Inactive state,R2
38.305,NG Radio Access Network (NG-RAN); Stage 2 functional specification of User Equipment (UE) positioning in NG-RAN,R2
38.306,NR; User Equipment (UE) radio access capabilities,R2
38.307,NR; Requirements on User Equipments (UEs) supporting a release-independent frequency band,R4
38.314,NR; Layer 2 measurements,R2
38.321,NR; Medium Access Control (MAC) protocol specification,R2
38.322,NR; Radio Link Control (RLC) protocol specification,R2
38.323,NR; Packet Data Convergence Protocol (PDCP) specification,R2
38.331,NR; Radio Resource Control (RRC); Protocol specification,R2
38.340,NR; Backhaul Adaptation Protocol (BAP) specification,R2
38.351,NR; Sidelink Relay Adaptation Protocol (SRAP) Specification,R2
38.355,NR; Sidelink Positioning Protocol (SLPP); Protocol Specification,R2
38.391,Ambient IoT Medium Access Control (MAC) protocol ,R2
38.401,NG-RAN; Architecture description,R3
38.410,NG-RAN; NG general aspects and principles,R3
38.411,NG-RAN; NG layer 1,R3
38.412,NG-RAN; NG signalling transport,R3
38.413,NG-RAN; NG Application Protocol (NGAP),R3
38.414,NG-RAN; NG data transport,R3
38.415,NG-RAN; PDU session user plane protocol,R3
38.420,NG-RAN; Xn general aspects and principles,R3
38.421,NG-RAN; Xn layer 1,R3
38.422,NG-RAN; Xn signalling transport,R3
38.423,NG-RAN; Xn Application Protocol (XnAP),R3
38.424,NG-RAN; Xn data transport,R3
38.425,NG-RAN; NR user plane protocol,R3
38.455,NG-RAN; NR Positioning Protocol A (NRPPa),R3
38.460,NG-RAN; E1 general aspects and principles,R3
38.461,NG-RAN; E1 layer 1,R3
38.462,NG-RAN; E1 signalling transport,R3
38.463,NG-RAN; E1 Application Protocol (E1AP),R3
38.470,NG-RAN; F1 general aspects and principles,R3
38.471,NG-RAN; F1 layer 1,R3
38.472,NG-RAN; F1 signalling transport,R3
38.473,NG-RAN; F1 Application Protocol (F1AP),R3
38.474,NG-RAN; F1 data transport,R3
38.475,NG-RAN; F1 interface user plane protocol,R3
38.508-1,5GS; User Equipment (UE) conformance specification; Part 1: Common test environment,R5
38.508-2,5GS; User Equipment (UE) conformance specification; Part 2: Common Implementation Conformance Statement (ICS) proforma,R5
38.509,5GS; Special conformance testing functions for User Equipment (UE),R5
38.521-1,NR; User Equipment (UE) conformance specification;  Radio transmission and reception; Part 1: Range 1 standalone,R5
38.521-2,NR; User Equipment (UE) conformance specification;  Radio transmission and reception; Part 2: Range 2 standalone,R5
38.521-3,NR; User Equipment (UE) conformance specification; Radio transmission and reception; Part 3: Range 1 and Range 2 Interworking operation with other radios,R5
38.521-4,NR; User Equipment (UE) conformance specification; Radio transmission and reception; Part 4: Performance,R5
38.521-5,NR; User Equipment (UE) conformance specification; Radio transmission and reception; Part 5: Satellite access Radio Frequency (RF) and performance,R5
38.522,"NR; User Equipment (UE) conformance specification; Applicability of radio transmission, radio reception and radio resource management test cases",R5
38.523-1,5GS; User Equipment (UE) conformance specification; Part 1: Protocol,R5
38.523-2,5GS; User Equipment (UE) conformance specification; Part 2: Applicability of protocol test cases,R5
38.523-3,5GS; User Equipment (UE) conformance specification; Part 3: Protocol Test Suites,R5
38.533,NR; User Equipment (UE) conformance specification; Radio Resource Management (RRM),R5
38.551,NR; User Equipment (UE) Multiple Input Multiple Output (MIMO) Over-the-Air (OTA) performance; Conformance testing,R5
38.561,NR; User Equipment (UE) conformance specification; UE TRP (Total Radiated Power) and TRS (Total Radiated Sensitivity) requirements and test methodologies for FR1 (NR SA and EN-DC),R5
38.716-01-01,NR intra band Carrier Aggregation (CA) Rel-16 for xCC Down Link (DL) / yCC Up Link (UL) including contiguous and non-contiguous spectrum (x >= y),R4
38.716-02-00,"NR inter-band Carrier Aggregation (CA) / Dual Connectivity (DC) Rel-16 for 2 bands Down Link (DL) / x bands Up Link (UL) (x = 1, 2)",R4
38.716-03-01,NR inter-band Carrier Aggregation (CA) / Dual Connectivity (DC) Rel-16 for 3 bands Down Link (DL) / 1 bands Up Link (UL),R4
38.716-03-02,NR inter-band Carrier Aggregation (CA) / Dual Connectivity (DC) Rel-16 for 3 bands Down Link (DL) / 2 bands Up Link (UL),R4
38.716-04-01,NR inter-band Carrier Aggregation (CA) Rel-16 for 4 bands Down Link (DL) / 1 bands Up Link (UL),R4
38.717-01-01,Rel-17 NR intra band Carrier Aggregation for xCC DL/yCC UL including contiguous and non-contiguous spectrum (x>=y),R4
38.717-02-01,"Rel-17 NR Inter-band Carrier Aggregation/Dual Connectivity for 2 bands DL with x bands UL (x=1,2)",R4
38.717-03-01,Rel-17 NR inter-band Carrier Aggregation for 3 bands DL with 1 band UL,R4
38.717-03-02,Rel-17 NR inter-band Carrier Aggregation/Dual Connectivity for 3 bands DL with 2 bands UL,R4
38.717-04-01,Rel-17 NR inter-band Carrier Aggregation for 4 bands DL with 1 band UL,R4
38.717-04-02,Rel-17 NR inter-band Carrier Aggregation/Dual connectivity for DL 4 bands and 2UL bands,R4
38.717-05-01,"Rel-17 NR inter-band Carrier Aggregation for 5 bands DL with x bands UL (x=1, 2)",R4
38.718-00-02,NR Carrier Aggregation band combinations with two SUL cells,R4
38.718-01-01,Rel-18 NR intra band Carrier Aggregation for xCC DL/yCC UL including contiguous and non-contiguous spectrum (x>=y),R4
38.718-02-01,"NR inter-band Carrier Aggregation/Dual connectivity for 2 bands DL with x bands UL (x=1,2)",R4
38.718-03-01,"NR inter-band Carrier Aggregation/Dual Connectivity for 3 bands DL with x bands UL(x=1,2)",R4
38.719-00-00,Rel-19 SUL configurations and CA band combinations with SUL(s),R4
38.719-01-01,Rel-19 NR intra-band CA combinations,R4
38.719-02-01,Rel-19 NR inter-band CA/DC configurations including inter band CA for 2 different bands DL with up to 2 different bands UL,R4
38.719-03-01,"Rel-19 NR inter-band CA/DC configurations including inter band CA for 3 different bands DL with x different bands UL(x=1,2)",R4
38.741,Non-Terrestrial Networks (NTN) L-/S-band for NR,R4
38.743,Study on enhancements for Artificial Intelligence (AI)/Machine Learning (ML) for NG-RAN,R3
38.744,Study on Artificial Intelligence (AI)/Machine Learning (ML) for mobility in NR,R2
38.746,High power UE (power class 1.5 or 2) for NR Inter-band Carrier Aggregation (CA)/Dual Connectivity (DC) with/without Supplementary Uplink  (SUL) with high power on TDD band(s),R4
38.749,Protection of Earth Exploration Satellite Service (EESS),R4
